ID,Title,Automatable,Automated,Deprecated TestCase,Priority,Section,Section Depth,Section Description,Section Hierarchy,Suite,Test Sub-type,Type,UI Case
C1537953,Verify Custom Lookup (IP address) for a domain that is also classified by NS Prime, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Functional,SWG/N4W, Positive test case,Functional, No
C1537954,Verify Custom URL lookup for domain whose IP address is present in custom url list along with the same uri path, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Functional,SWG/N4W, Positive test case,Functional, No
C1537955,Verify Custom URL lookup for domain whose IP address is present in custom url list along with a different uri path, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Functional,SWG/N4W, Positive test case,Functional, No
C1537956,Verify Custom URL lookup for domain whose IP address is present in custom url list along with the same uri path but different uri params, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Functional,SWG/N4W, Positive test case,Functional, No
C1537957,Verify Custom URL lookup for IP address with uri path, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Functional,SWG/N4W, Positive test case,Functional, No
C1537958,"Verify web url list creation and validation of """"valid"""" urls", Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Functional,SWG/N4W, Positive test case,Functional, No
C1537959,"Verify web url list creation and validation of """"invalid"""" urls", Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Functional,SWG/N4W, Positive test case,Functional, No
C1537960,Verify web url list creation and validation of comments in url list, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Functional,SWG/N4W, Positive test case,Functional, No
C1537961,Verify web url list creation and validation of empty urls, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Functional,SWG/N4W, Positive test case,Functional, No
C1537962,Verify that the proxy is able to parse multiple ip-range url lists, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Functional,SWG/N4W, Positive test case,Functional, No
C1537963,Verify watson debug information collected for IP Range matches, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Functional,SWG/N4W, Positive test case,Functional, No
C1537964,Verify the Custom Lookup (IP address) behaviour when non existent domains are requested, Yes,Yes,No,Critical (P1),Negative,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Negative,SWG/N4W, Negative test case,Functional, No
C1537965,Verify that no crashes are seen in the proxy when Custom url lookup is performed for IP addresses, Yes,Yes,No,Critical (P1),Reliability,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Reliability,SWG/N4W, Positive test case,Functional, No
C1537966,Verify that no crashes are seen in the proxy when Custom url lookup is performed for DNS resolved IP addresses, Yes,Yes,No,Critical (P1),Reliability,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > IP Address range and CIDR > Reliability,SWG/N4W, Positive test case,Functional, No
C1537990,Verify that valid regex url lists are accepted through web ui url list interface, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1537991,Verify that valid regex url lists are accepted directly through cfgpusher endpoint api, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1537992,Verify that invalid regex url lists are not accepted through web ui url list interface, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1537993,Verify that invalid regex url lists are not accepted directly through cfgpusher endpoint api, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1537994,Verify custom url lookup when regex url list is included in the custom category, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1537995,"Verify custom url lookup when regex url list is used under """"exclusion list"""" in the custom category", Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1537996,Verify that the url lists are treated/validated as regex only when the flag/param is set to 'regex' instead of 'exact', Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1537997,Verify custom url regex list lookup for URLs with uri paths, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1537998,Verify custom url regex list lookup for URLs with uri params, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1537999,"Verify that the matched regex URLs are shown with the watson command """"show debug custumurl regex""""", Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1538000,Verify custom url regex list lookup with uri host in regex list, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1538001,Verify that applicable custom categories are retuned by web urllookup for regex urllists included, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1538002,Verify Custom regex lookup for urls when the scheme/protocol (http | https)  is included in the regex, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1538003,Verify Custom regex lookup doesn't match an incoming  url when there's a scheme mismatch wrt the regex entry, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1538004,Verify max URL limit for exact urls, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1538005,Verify max URL limit for regex urls, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1538006,"Verify that """"exact"""" web url lists can still be created after the regex max limit is reached", Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1538007,"Verify that """"regex"""" web url lists cannot be pushed after the total url max limit is reached but not regex max limit", Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Functional,SWG/N4W, Positive test case,Functional, No
C1538008,Verify custom url regex list lookup for URLs containing characters with special meaning in the PCRE set, Yes,Yes,No,Critical (P1),Negative,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Negative,SWG/N4W, Negative test case,Functional, No
C1538009,Verify web url list behaviour when incorrect value is passed to max url limit provisioner api, Yes,Yes,No,Critical (P1),Negative,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Negative,SWG/N4W, Negative test case,Functional, No
C1538010,Verify web url list behaviour when max limit is set to a value greater than the default provisioner api limit, No,No,No,Critical (P1),Negative,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Negative,SWG/N4W, Negative test case,Functional, No
C1538011,Verify that no crashes are seen in proxy due to regex list custom url lookup, Yes,Yes,No,Critical (P1),Reliability,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Reliability,SWG/N4W, Positive test case,Functional, No
C1538012,"Verify that applicable custom categories are returned when dealing with """"evil"""" regexes of redos", Yes,Yes,No,Critical (P1),Reliability,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Reliability,SWG/N4W, Positive test case,Functional, No
C1538013,Configservice 80 vs proxy 81, No,No,No,Critical (P1),Compatibility,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Compatibility,SWG/N4W, Positive test case,Compatibility, No
C1538014,Configservice 81 vs proxy 80, No,No,No,Critical (P1),Compatibility,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Compatibility,SWG/N4W, Positive test case,Compatibility, No
C1538015,web ui 80 vs proxy 81, No,No,No,Critical (P1),Compatibility,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Compatibility,SWG/N4W, Positive test case,Compatibility, No
C1538016,web ui 81 vs proxy 80, No,No,No,Critical (P1),Compatibility,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > regex list validation > Compatibility,SWG/N4W, Positive test case,Compatibility, No
C1538099,Verify that the cfgpusher endpoint marks a valid non standard port url as valid, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538100,Verify that the cfgpusher endpoint marks an invalid (ports out of range) non standard port url as invalid, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538101,Verify that the cfgpusher endpoint marks a url as valid if the standard ports are present explicitly, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538102,Verify that the ui web list page accepts a valid non standard port url, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538103,Verify the consistency between non standard port url and the json entry for the said url in web_list.json, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538104,Verify url lookup for a valid non standard port url, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538105,Verify url lookup for a valid non standard port url with uri path, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538106,Verify url lookup for a valid non standard port url with uri path and params, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538107,Verify url lookup for a standard port url containing uri path and params, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538108,Verify url lookup for a standard port url not containing uri path or params, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538109,Verify url lookup for a non standard port url when web url list entry exists without any port information, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538110,Verify url lookup for a normal url when a web url list entry exists for the same url with a non standard port, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538111,Verify url lookup for a normal url when a web url list entry exists for the same url with standard ports mentioned explicitly, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538112,Verify url lookup for a url with a standard port when a web url list entry exists without any port information, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Functional,SWG/N4W, Positive test case,Functional, No
C1538113,Verify that no crashes are seen during URL Lookup of urls with non standard ports, Yes,Yes,No,Critical (P1),Reliability,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Reliability,SWG/N4W, Positive test case,Functional, No
C1538114,DP 82 vs Configservice 81, No,No,No,Critical (P1),Compatibility,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Compatibility,SWG/N4W, Positive test case,Compatibility, No
C1538115,DP 81 vs Configservice 82, No,No,No,Critical (P1),Compatibility,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Non-standard port > Compatibility,SWG/N4W, Positive test case,Compatibility, No
C1538116,Verify that non-legacy url lists are only accepted through the ui web list page if API V2 is enabled, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Functional,SWG/N4W, Positive test case,Functional, No
C1538117,Verify that non-legacy url lists are only accepted through REST API if API V2 is enabled, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Functional,SWG/N4W, Positive test case,Functional, No
C1538118,Verify that the UI doesn't show non-legacy url list options until the API V2 feature flag 'rest_api_v2_feature_enabled' is enabled, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Functional,SWG/N4W, Positive test case,Functional, No
C1538119,Verify that an error message indicating the user to use API v2 is shown upon using API v1 to update non-legacy url lists, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Functional,SWG/N4W, Positive test case,Functional, No
C1538120,Verify that legacy url lists are accepted through the ui web list page when 'EXACT_REGEX_URL_LIST' flag is enabled and API v2 flag is disabled, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Functional,SWG/N4W, Positive test case,Functional, No
C1538121,Verify that legacy url lists can be updated through API v1 without any errors, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Functional,SWG/N4W, Positive test case,Functional, No
C1538122,Verify that legacy url lists are accepted through the ui web list page when 'EXACT_REGEX_URL_LIST' flag is disabled and API v2 flag is enabled, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Functional,SWG/N4W, Positive test case,Functional, No
C1538123,Verify that non-legacy url lists can only be created through the ui web list page when both 'EXACT_REGEX_URL_LIST' and API v2 flags are enabled, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Functional,SWG/N4W, Positive test case,Functional, No
C1538124,Verify that the API v1 url list update errors should be handled without modifying the web_list.json file in proxy, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Functional,SWG/N4W, Positive test case,Functional, No
C1538125,Verify that API v1 does not accept regex/invalid url lists and conveys the error(s) through coherent error messages, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Functional,SWG/N4W, Positive test case,Functional, No
C1538126,Verify that regex url lists are not accepted when 'EXACT_REGEX_URL_LIST' flag is enabled but API v2 flag is disabled, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Functional,SWG/N4W, Positive test case,Functional, No
C1538127,"Verify that a non '1' entry under the web list obj_data key """"json_version"""" results in an error message indicating the user to use API v2", No,No,No,Critical (P1),Negative,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > Negative,SWG/N4W, Negative test case,Functional, No
C1538128,DP 81 vs web ui 82, No,No,No,Critical (P1),compatibility,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > compatibility,SWG/N4W, Positive test case,Compatibility, No
C1538129,Test DP 82 vs web ui 81, No,No,No,Critical (P1),compatibility,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Base URL List enhancements off control flag + REST API V2 feature flag > compatibility,SWG/N4W, Positive test case,Compatibility, No
C1538794,Regression tests for exact enhanced url lists validation with nsdpcfgsvc, Yes,Yes,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538795,Regression tests for regex enhanced url lists validation with nsdpcfgsvc, Yes,Yes,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538796,Regression tests for iprange/cidr url lists validation with nsdpcfgsvc, Yes,Yes,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538797,Regression tests for rest api v2 url lists validation with nsdpcfgsvc, No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538798,"Verify that the nsdpcfgsvc is used for urllist validation only when the feature flag """"nsdpsvc_urllist"""" is enabled", Yes,Yes,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538799,"Verify that the legacy cfgpusher endpoint is used for urllist validation when the feature flag """"nsdpsvc_urllist"""" is disabled", Yes,Yes,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538800,"Verify that the stork service is able to handle and respond accordingly when the url list is huge (>10,000 urls per request)", No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538801,Verify that the stork service is fault tolerant when one(or more) of the nsdpsfgsvc pods go down, No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538802,Verify that the stork service is able to handle and respond accordingly when the rate of requests is high, No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538803,Verify that the stork service is able to handle and respond accordingly when multiple tenant instances request url list validation at the same time, No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538804,"Verify that any changes to the """"web_list_url_limit"""" provisioner flag is detected by the nsdpcfgsvc dynamically", Yes,Yes,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538805,Verify the end to end flow when the service is down, No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538806,Verify the memory and CPU utilization when the service running, No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538807,Verify the compatibility with webui 90 and the service feature flag enabled, No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538808,Verify that the service is able to handle multiple concurrent connections while serving each requests accordingly, No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538809,"1) While testing #9 (huge or CPU intensive list), verify smaller requests (validation/URL count) are not blocked. Same or different tenant.", No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538810,"2) Verify multiple huge or CPU intensive lists can be processed in parallel (perhaps as many as pods/instances). That is, elapsed time is not the sum of individual processing times.", No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538811,"3) Verify UI/REST API returns error gracefully if service is down (for example, service name resolution fails or all pods are down).", No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538812,4) Verify turning the per-tenant flag on/off doesn't cause any inconsistency in generated web_list.json and web_categories.json, Yes,Yes,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538813,6) Get a sense of memory consumption when sending requests with max URLs/regex etc, No,No,No,Critical (P1),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538814,Verify policy sync through dpmgmtsvc, Yes,Yes,No,Major (P2),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538815,Verify urllist validation on dpmgmtsvc, Yes,Yes,No,Major (P2),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538816,Verify urllist sync through dpmgmtsvc, Yes,Yes,No,Major (P2),Stork - dpmgmtsvc,4,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Stork - dpmgmtsvc,SWG/N4W, Positive test case,Functional, No
C1538857,Verify the api v2 GET endpoint to fetch all the url lists for the tenant, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Rest API V2 > Functional,SWG/N4W, Positive test case,Functional, No
C1538858,Verify the api v2 GET endpoint to fetch all the deployed url lists in the tenant, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Rest API V2 > Functional,SWG/N4W, Positive test case,Functional, No
C1538859,Verify the api v2 GET endpoint to fetch all the deploy pending url lists in the tenant, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Rest API V2 > Functional,SWG/N4W, Positive test case,Functional, No
C1538860,Verify the api v2 GET endpoint to fetch specific fields of url lists in the tenant, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Rest API V2 > Functional,SWG/N4W, Positive test case,Functional, No
C1538861,Verify the api v2 GET endpoint to fetch only a url list using its id, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Rest API V2 > Functional,SWG/N4W, Positive test case,Functional, No
C1538862,Verify the api v2 POST endpoint to create a url list, Yes,Yes,No,Critical (P1),Functional,5,,Datapath(CASB & SWG) - India QE > SWG/N4W/Altos > URL List > URL List Validation > Rest API V2 > Functional,SWG/N4W, Positive test case,Functional, No
